"","site","ROI","time_var","error_var","ICC","ICC2"
"1","SIEMENS","lh_bankssts",0.0193970939630228,0.00239896845211916,0.889935695428521,0.941766292857705
"2","SIEMENS","lh_caudalanteriorcingulate",0.0309657628477025,0.00454566623812488,0.871994274656238,0.931621161029116
"3","SIEMENS","lh_caudalmiddlefrontal",0.0114590772636287,0.0021329410215654,0.84307400293238,0.914860247333271
"4","SIEMENS","lh_cuneus",0.0155616884129462,0.00208240463880675,0.88197723551453,0.937290319212942
"5","SIEMENS","lh_entorhinal",0.0426473224940339,0.0238742994954577,0.641104669708308,0.781308976631143
"6","SIEMENS","lh_fusiform",0.00914538045669284,0.00243341971296437,0.789838353084177,0.882586504206956
"7","SIEMENS","lh_inferiorparietal",0.00856670893500318,0.00174570496169175,0.830718105462074,0.907532820897542
"8","SIEMENS","lh_inferiortemporal",0.0122860970925643,0.00284949246890287,0.811735614438355,0.896091231712449
"9","SIEMENS","lh_isthmuscingulate",0.0173161264409709,0.00198157318163448,0.897315575411213,0.945887394994161
"10","SIEMENS","lh_lateraloccipital",0.0101558426884029,0.0017171454019404,0.85537377879314,0.922069360966721
"11","SIEMENS","lh_lateralorbitofrontal",0.00931953669245647,0.00352570430248782,0.725524472146884,0.84093765298847
"12","SIEMENS","lh_lingual",0.0129858551730651,0.00183612252237792,0.876121624245702,0.933978392982998
"13","SIEMENS","lh_medialorbitofrontal",0.00998360041033806,0.00516802382918828,0.658912883035579,0.794393624196746
"14","SIEMENS","lh_middletemporal",0.0144201739307483,0.00227711517670958,0.863623659981278,0.926829509498274
"15","SIEMENS","lh_parahippocampal",0.0503215495752056,0.00428819509122303,0.921475642901894,0.959135886228506
"16","SIEMENS","lh_paracentral",0.0147867832251585,0.00275844595656398,0.842780853530397,0.914686334797258
"17","SIEMENS","lh_parsopercularis",0.0106107433402233,0.00197838733620447,0.842849567054788,0.91473099302782
"18","SIEMENS","lh_parsorbitalis",0.0216013684375724,0.00443102121598337,0.829788149495598,0.906979211671369
"19","SIEMENS","lh_parstriangularis",0.0120133826794234,0.0023898296093769,0.834076623918457,0.9095358754985
"20","SIEMENS","lh_pericalcarine",0.0173469257823665,0.00339380383443697,0.836370084508145,0.910904663206884
"21","SIEMENS","lh_postcentral",0.013177963618963,0.00219651333717185,0.857132483697576,0.923074539801156
"22","SIEMENS","lh_posteriorcingulate",0.0137715114928,0.00158654776918882,0.896696077145924,0.945541704515045
"23","SIEMENS","lh_precentral",0.0106258287355969,0.00278897642607865,0.792097135033581,0.883999951201272
"24","SIEMENS","lh_precuneus",0.00878905962330296,0.00161902748712598,0.844445240518432,0.915665047353748
"25","SIEMENS","lh_rostralanteriorcingulate",0.0182894757046185,0.00945772185750149,0.65914677198201,0.794565591212111
"26","SIEMENS","lh_rostralmiddlefrontal",0.00787508683740854,0.00198904042246785,0.798356167751553,0.88787404388276
"27","SIEMENS","lh_superiorfrontal",0.0112652930237572,0.00162960352685374,0.873624148867133,0.932556188192315
"28","SIEMENS","lh_superiorparietal",0.00844794623371352,0.00198805167327103,0.809500568034757,0.894743354394148
"29","SIEMENS","lh_superiortemporal",0.0148824324009875,0.00217832139943562,0.872319744782813,0.931816556865078
"30","SIEMENS","lh_supramarginal",0.0100649192240736,0.00194059294437187,0.838358171051426,0.912083220367051
"31","SIEMENS","lh_frontalpole",0.0401564752370548,0.0109949428857314,0.785051064286455,0.879588278968571
"32","SIEMENS","lh_temporalpole",0.03827757946063,0.0287559156225736,0.57102168718965,0.726946051344541
"33","SIEMENS","lh_transversetemporal",0.0265012912736669,0.0045882031045476,0.85241950066056,0.920331666940267
"34","SIEMENS","lh_insula",0.0102086698868776,0.00666964684755693,0.604839336025152,0.753770132669092
"35","SIEMENS","rh_bankssts",0.0213369358861502,0.00219662655577679,0.906659836937254,0.951048216733837
"36","SIEMENS","rh_caudalanteriorcingulate",0.0260061143483412,0.00322831177919465,0.889571570000688,0.941559565283534
"37","SIEMENS","rh_caudalmiddlefrontal",0.0113337340652009,0.00235350016406159,0.828051443802288,0.905956320770351
"38","SIEMENS","rh_cuneus",0.0147797116272299,0.00210475929310969,0.875343485559016,0.933543319901561
"39","SIEMENS","rh_entorhinal",0.0515352542726046,0.0282912340443647,0.645590897948211,0.784631251562922
"40","SIEMENS","rh_fusiform",0.00986249180726219,0.00238292175943913,0.805402917062846,0.892219186836187
"41","SIEMENS","rh_inferiorparietal",0.00842319700892428,0.00176657458401593,0.826632563065509,0.905090975054895
"42","SIEMENS","rh_inferiortemporal",0.0116123487083513,0.00262829702760195,0.815436948833977,0.898350218614616
"43","SIEMENS","rh_isthmuscingulate",0.0180661217148205,0.00209626736338352,0.89603080491837,0.945170988857339
"44","SIEMENS","rh_lateraloccipital",0.0109944821461215,0.00177186184256818,0.861208358153442,0.925440905291691
"45","SIEMENS","rh_lateralorbitofrontal",0.010298067704925,0.00492229854486015,0.676597891004783,0.807121712527657
"46","SIEMENS","rh_lingual",0.012604021491411,0.00181597763699329,0.8740653434981,0.932809866142361
"47","SIEMENS","rh_medialorbitofrontal",0.010060970942953,0.00440979446694844,0.695261837087685,0.820245979904927
"48","SIEMENS","rh_middletemporal",0.0124216200069493,0.00187774921032405,0.868683073931977,0.929732409729884
"49","SIEMENS","rh_parahippocampal",0.035723169202831,0.00405259441665513,0.898113975751059,0.946322823783346
"50","SIEMENS","rh_paracentral",0.0130483533880982,0.00274469219941891,0.826208809174316,0.904840882458774
"51","SIEMENS","rh_parsopercularis",0.0126111799742943,0.00197681428882267,0.86449032998178,0.927324333027696
"52","SIEMENS","rh_parsorbitalis",0.0211051331869008,0.00381182199051208,0.84701894900997,0.917177630086167
"53","SIEMENS","rh_parstriangularis",0.0107672565043776,0.00211655816386929,0.835719604917501,0.910514611201038
"54","SIEMENS","rh_pericalcarine",0.0184925862501647,0.00372707695275754,0.832262221136306,0.908459000146484
"55","SIEMENS","rh_postcentral",0.0153369802534066,0.00322149163617146,0.82641396040907,0.90496223275865
"56","SIEMENS","rh_posteriorcingulate",0.0116008947372495,0.00159007665091399,0.879457198099847,0.935867731166212
"57","SIEMENS","rh_precentral",0.0134964570998267,0.00422456143778357,0.76160730102406,0.86468150887673
"58","SIEMENS","rh_precuneus",0.00840295045625654,0.00156740883350729,0.842793144363765,0.914693463967095
"59","SIEMENS","rh_rostralanteriorcingulate",0.0223273307821822,0.00674835412515594,0.767903863772689,0.868717109417374
"60","SIEMENS","rh_rostralmiddlefrontal",0.00828907409040867,0.00187991202161795,0.81513279682872,0.898153466974628
"61","SIEMENS","rh_superiorfrontal",0.0105123515799244,0.00182286913111197,0.85222241467629,0.92022351028364
"62","SIEMENS","rh_superiorparietal",0.00845297593852742,0.00213567185933413,0.798305515481831,0.887855077845853
"63","SIEMENS","rh_superiortemporal",0.0144364444736392,0.00199309229126031,0.878688467010317,0.935430168410592
"64","SIEMENS","rh_supramarginal",0.00965825871647173,0.00175647378245178,0.84612221244629,0.916648300934083
"65","SIEMENS","rh_frontalpole",0.0385993986870721,0.0107304576113434,0.782475392864908,0.877969611134292
"66","SIEMENS","rh_temporalpole",0.04021611632036,0.03071139951114,0.567003029062797,0.723680990971282
"67","SIEMENS","rh_transversetemporal",0.0261473860816481,0.00474004762206132,0.846537991225472,0.916892813327932
"68","SIEMENS","rh_insula",0.0116010713326286,0.0077960225463541,0.598082960520117,0.748505891036989
"69","GE MEDICAL SYSTEMS","lh_bankssts",0.0198133494435338,0.00619632796396952,0.761768365409176,0.864779848727896
"70","GE MEDICAL SYSTEMS","lh_caudalanteriorcingulate",0.026225088181656,0.00516608055325672,0.835428855902677,0.910337005617411
"71","GE MEDICAL SYSTEMS","lh_caudalmiddlefrontal",0.0122877032515436,0.0110638391428102,0.526205209233403,0.689567587439838
"72","GE MEDICAL SYSTEMS","lh_cuneus",0.0144105767437684,0.00279502413861105,0.837551495137059,0.911604137115375
"73","GE MEDICAL SYSTEMS","lh_entorhinal",0.048071760315114,0.0191227765030303,0.715411737195476,0.834099761422957
"74","GE MEDICAL SYSTEMS","lh_fusiform",0.00896854826715834,0.00308020653750792,0.744354782926198,0.853448836294087
"75","GE MEDICAL SYSTEMS","lh_inferiorparietal",0.00867966614326719,0.00956776940625041,0.475664984250165,0.644683726657301
"76","GE MEDICAL SYSTEMS","lh_inferiortemporal",0.0148286199182408,0.0080157860933033,0.64911383166397,0.787228188337447
"77","GE MEDICAL SYSTEMS","lh_isthmuscingulate",0.0161929855842332,0.00285254998643362,0.850224742914187,0.91905538290744
"78","GE MEDICAL SYSTEMS","lh_lateraloccipital",0.00897177727658733,0.00414204160541895,0.684146804017377,0.81246541226456
"79","GE MEDICAL SYSTEMS","lh_lateralorbitofrontal",0.00888148461615576,0.00477102917963213,0.65053840992242,0.788278981838973
"80","GE MEDICAL SYSTEMS","lh_lingual",0.0113261600853595,0.00219038106668378,0.837948108022246,0.911837950975294
"81","GE MEDICAL SYSTEMS","lh_medialorbitofrontal",0.0104004108688703,0.00512910288441103,0.669719028818447,0.802196165546547
"82","GE MEDICAL SYSTEMS","lh_middletemporal",0.0223751547357333,0.0163976778677576,0.577083314096551,0.731840280214532
"83","GE MEDICAL SYSTEMS","lh_parahippocampal",0.0525208897597214,0.00619077651081955,0.894556279798078,0.944347752319467
"84","GE MEDICAL SYSTEMS","lh_paracentral",0.0127914358262565,0.00444637377857403,0.742056915553352,0.851934014520919
"85","GE MEDICAL SYSTEMS","lh_parsopercularis",0.0110501553711251,0.0070926457157602,0.609065563702444,0.757043017422828
"86","GE MEDICAL SYSTEMS","lh_parsorbitalis",0.0216969838504215,0.0086863593379995,0.714107849023347,0.833215739954199
"87","GE MEDICAL SYSTEMS","lh_parstriangularis",0.0116545348703719,0.00821261104147265,0.586623510094806,0.739465970579815
"88","GE MEDICAL SYSTEMS","lh_pericalcarine",0.0147748780778582,0.00354062273182221,0.806687091518083,0.893004816423901
"89","GE MEDICAL SYSTEMS","lh_postcentral",0.0130404359654736,0.00517137339577775,0.716042854765397,0.834529165185638
"90","GE MEDICAL SYSTEMS","lh_posteriorcingulate",0.0114973951711921,0.00246559756317488,0.823419118660262,0.90316388777768
"91","GE MEDICAL SYSTEMS","lh_precentral",0.0133429892866012,0.00877674050928191,0.603216649105929,0.752508563493681
"92","GE MEDICAL SYSTEMS","lh_precuneus",0.00710019066289229,0.00259369786664865,0.732439891510546,0.845577441338799
"93","GE MEDICAL SYSTEMS","lh_rostralanteriorcingulate",0.0167218914764944,0.00815372653651696,0.672220142138696,0.803985689279709
"94","GE MEDICAL SYSTEMS","lh_rostralmiddlefrontal",0.00746240982755978,0.00870705098322868,0.461512595557965,0.631555346924103
"95","GE MEDICAL SYSTEMS","lh_superiorfrontal",0.00931241652717886,0.00760842268555061,0.550351930545689,0.709970919512743
"96","GE MEDICAL SYSTEMS","lh_superiorparietal",0.00765645741265514,0.00688908968083104,0.526378097946132,0.689710346687979
"97","GE MEDICAL SYSTEMS","lh_superiortemporal",0.0170136540881061,0.00786340446259871,0.683909396017564,0.81228816863084
"98","GE MEDICAL SYSTEMS","lh_supramarginal",0.0139829046703765,0.0138138395717093,0.503041095338267,0.669370159359479
"99","GE MEDICAL SYSTEMS","lh_frontalpole",0.0417856110287605,0.0239630198659288,0.635535834893494,0.777159445674044
"100","GE MEDICAL SYSTEMS","lh_temporalpole",0.0377940841649049,0.032985431957809,0.533969236231843,0.696194868560938
"101","GE MEDICAL SYSTEMS","lh_transversetemporal",0.0260885509564598,0.00551478814892371,0.825499826757727,0.904410139725258
"102","GE MEDICAL SYSTEMS","lh_insula",0.0110075863881111,0.00697959506737878,0.611968385116362,0.75928400094546
"103","GE MEDICAL SYSTEMS","rh_bankssts",0.0212035874873778,0.00484526105516288,0.813993273167141,0.897460374543675
"104","GE MEDICAL SYSTEMS","rh_caudalanteriorcingulate",0.028260160382462,0.00356575492357066,0.887960648129584,0.940656155967014
"105","GE MEDICAL SYSTEMS","rh_caudalmiddlefrontal",0.0120463541795275,0.0137342657442456,0.467263945364603,0.636920444346211
"106","GE MEDICAL SYSTEMS","rh_cuneus",0.0127792769016872,0.00290934156819094,0.81455718527563,0.897813139591599
"107","GE MEDICAL SYSTEMS","rh_entorhinal",0.0550023470448255,0.02046697303911,0.7288040621494,0.843131353506261
"108","GE MEDICAL SYSTEMS","rh_fusiform",0.00778575030930357,0.00346087526258805,0.692274341271063,0.818172423821314
"109","GE MEDICAL SYSTEMS","rh_inferiorparietal",0.00886395298964316,0.00966017280213445,0.478508572511295,0.647290018053452
